article,user,date,comment,llm_output,weaponised,year,user_type
History of Ukraine,Piotrus,2005-12-04T18:18:08Z,/* Under the Polish-Lithuanian Commonwealth */  rewrite strange sentence,"The change made is a rephrasing of a sentence: ""After the [[Union of Lublin]] in [[1569]] and the formation of the [[Polish-Lithuanian Commonwealth]] the gentry of Ukraine voted for membership in the Polish part of the Commonwealth."" was changed to ""After the [[Union of Lublin]] in [[1569]] and the formation of the [[Polish-Lithuanian Commonwealth]] Ukraine fell under Polish administration, becoming part of the [[Crown of the Polish Kingdom]].""

Not Weaponised. The revision clarifies the historical context without introducing any weaponised narratives or terms.",Not Weaponised,2005,Registered
History of Ukraine,86.130.54.113,2006-01-13T08:38:02Z,/* Transition to Russian and Austrian rule */,"The change made in the revision is a rephrasing of a sentence regarding the descent of Russian writers, composers, painters, and architects. The original text stated ""where of Ukrainian descent,"" and it was changed to ""were of Ukrainian descent.""

Not Weaponised. The change is a grammatical correction that does not alter the meaning or introduce any weaponised narratives regarding cultural heritage.",Not Weaponised,2006,Anonymous (IP)
Crimea,Aleksandr Grigoryev,2012-10-22T00:26:55Z,update,"The change made is the addition of a sentence: ""Crimea also possesses lots of headlands such as [[Cape Priboiny]], [[Cape Tarhan Qut]], [[Sarych]], [[Nicholas Cape]], [[Cape Fonar]], [[Cape Fiolent]], [[Kazantyp]], [[Cape Aq Burun]], and many others.""

Weaponised: Not Weaponised. The addition provides geographical information without invoking any contentious narratives or perspectives related to the cultural heritage of Crimea.",Weaponised,2012,Registered
Crimea,RibotBOT,2012-11-20T18:25:56Z,"Robot: Adding af, als, an, ar, arz, az, bar, be, be-x-old, bg, bn, br, ca, crh, cs, da, de, eo, es, et, eu, fa, fi, fr, ga, gl, got, he, hi, hr, hsb, hu, hy, id, io, is, it, ja, ka, kk, ko, krc, la, lbe, lv, mr, ms, mzn, nl, nn, no, os, pl, pnb, pt, rm...","Change Description: Added multiple language links for the term ""Crimea"" in various languages.

Weaponised: Not Weaponised. The addition of language links is a neutral action that enhances accessibility and does not carry any political or cultural bias.",Weaponised,2012,Bot
History of Ukraine,Irpen,2005-09-01T18:04:28Z,reduce map size,"Changed the map size from 450px to 250px.

Not Weaponised – The change is purely technical, focusing on the visual presentation of the map without altering any content or introducing weaponised narratives.",Not Weaponised,2005,Registered
History of Ukraine,70.81.186.161,2006-01-17T00:21:46Z,/* Kievan Rus’ */,"The change made is a rephrasing of the sentence regarding the principality of Polotsk, changing ""increasing asserted"" to ""increasingly asserted."" 

Not Weaponised – The change is a grammatical correction that does not alter the meaning or introduce any weaponised narratives related to cultural heritage.",Not Weaponised,2006,Anonymous (IP)
History of Ukraine,86.130.54.113,2006-01-13T08:53:38Z,/* The 20th century */,"The change made is a series of rephrasing adjustments, including:
- ""The Ukrainian national idea persevered"" was changed to ""The Ukrainian national idea lived on.""
- ""the state compounded the peasants' lands"" was changed to ""the state combined the peasants' lands.""
- ""a desperate struggle of the peasantry against the authorities ensued"" was changed to ""a desperate struggle by the peasantry against the authorities ensued.""
- ""Many resisted, and a desperate struggle of the peasantry against the authorities ensued"" was changed to ""Many resisted, and a desperate struggle by the peasantry against the authorities ensued.""
- ""the great number of civilians fell victim"" was changed to ""Many of civilians fell victim.""
- ""starting from the encirclement of Kiev"" was changed to ""starting with the encirclement of Kiev.""

These changes do not introduce any weaponised language or narratives that could be interpreted as promoting a specific political agenda or cultural oppression.

Not Weaponised. The revisions are stylistic and do not alter the underlying historical context or introduce weaponised narratives.",Weaponised,2006,Anonymous (IP)
History of Ukraine,Mzajac,2006-10-13T04:43:55Z,/* Ukraine in World War II */ link [[Battle of Kiev (1941)]],"Changed the reference to ""encirclement of Kiev"" to a linked format: ""encirclement of Kiev"" is now linked to the article ""Battle of Kiev (1941)"".

Not Weaponised – The change is a formatting adjustment for linking purposes and does not introduce any weaponised language or narratives.",Not Weaponised,2006,Registered
History of Ukraine,Riurik,2006-11-05T21:15:59Z,/* Prehistory */ disambig,"The change made is the replacement of ""stone stelae of the Ukraine"" with ""Ukrainian stone stela"" in the text.

Weaponised: Not Weaponised. The change appears to be a minor linguistic adjustment that does not introduce any weaponisation of cultural heritage narratives. It does not reflect a shift towards a politically charged or contentious perspective.",Weaponised,2006,Registered
History of Ukraine,61.102.45.248,2006-12-09T18:05:46Z,/* Polish-Lithuanian Commonwealth */,"Changed the spelling of ""revitalization"" to ""revitalisation"" and ""colonization"" to ""colonisation"" as well as ""polonization"" to ""polonisation"".

Not Weaponised. The changes are purely orthographic, reflecting British English spelling conventions, and do not introduce any cultural or political narratives.",Not Weaponised,2006,Anonymous (IP)
History of Ukraine,61.102.45.248,2006-12-09T18:15:57Z,/* Ukraine in World War II */,"Removed a sentence about the involvement of the Ukrainian Insurgent Army in driving out or murdering much of the Polish and Jewish population in the Western regions, especially in Volhynia.

Not Weaponised. The change appears to be a factual edit that removes a specific detail about historical events without introducing any weaponised narratives or perspectives.",Not Weaponised,2006,Anonymous (IP)
History of Ukraine,Mahagaja,2006-12-22T21:58:53Z,/* Ukraine in World War II */ rm deleted img,"Removed an image reference related to Nazi mass killings in Ukraine.

Not Weaponised. The change is a removal of an image, which does not inherently alter the narrative or introduce weaponised language regarding cultural heritage.",Not Weaponised,2006,Registered
History of Ukraine,Gaius Cornelius,2007-01-02T23:46:13Z,"Fix Capitalisation Typos: germans → Germans,  using [[Project:AWB|AWB]]","Change: Corrected capitalization from ""austro-germans"" to ""Austro-Germans"".

Not Weaponised: The change is purely a grammatical correction and does not introduce any politically charged language or narratives.",Not Weaponised,2007,Registered
History of Ukraine,213.184.130.110,2007-05-11T15:41:07Z,/* 14th Century */,"Changed the spelling of ""Kyiv"" to ""Kiev"".

Not Weaponised. The change is a minor spelling adjustment and does not carry any political or cultural implications that could be considered weaponisation.",Not Weaponised,2007,Anonymous (IP)
History of Ukraine,Riurik,2007-07-23T00:33:02Z,Revert to the revision prior to revision 146302942 dated 2007-07-22 12:07:27 by 87.49.156.101 using [[:en:Wikipedia:Tools/Navigation_popups|popups]],"Rephrased a sentence for clarity by removing a phrase. 

Not Weaponised. The change does not introduce any weaponisation terms or narratives; it simply clarifies the sentence structure without altering the meaning or context related to cultural heritage.",Not Weaponised,2007,Registered
History of Ukraine,Irpen,2007-09-14T01:54:05Z,wlink,"Changed ""The fate of the Ukrainians"" to ""The fate of outhe Ukrainians"" and ""Ukrainians found"" to ""Ukrainians fnd"". 

Not Weaponised. The changes appear to be typographical errors rather than shifts in narrative or perspective that could weaponize cultural heritage.",Not Weaponised,2007,Registered
History of Ukraine,69.8.45.186,2007-05-24T15:36:58Z,[[WP:AES|←]]Blanked the page,"Removed the entire content of the article.

**Weaponised**: The action of blanking the page removes all historical context and narratives related to Ukraine, which can be seen as an attempt to erase or undermine the cultural heritage and identity of the Ukrainian people. This aligns with tactics that can be used to weaponize cultural heritage by denying recognition and visibility to a nation's history.",Weaponised,2007,Anonymous (IP)
History of Ukraine,DDima,2007-09-17T20:24:52Z,Reverted 1 edit by [[Special:Contributions/216.47.142.240|216.47.142.240]].,"Changed ""genocidal policies against Ukrainians"" to ""genocidal policies against Jews"".

**Weaponised**: The revision shifts the focus from the suffering of Ukrainians to specifically highlighting the genocide of Jews, which can be seen as an attempt to reframe the narrative in a way that may downplay Ukrainian experiences during the Nazi occupation. This selective emphasis can serve to weaponize cultural heritage by altering historical context and potentially marginalizing the Ukrainian perspective.",Weaponised,2007,Registered
History of Ukraine,216.47.142.240,2007-09-17T19:02:57Z,/* Ukraine in World War II */,"Changed ""genocidal policies against Jews"" to ""genocidal policies against Ukrainians"".

Weaponised: The revision shifts the focus from the genocide of Jews to a broader narrative of Ukrainian suffering, which can be interpreted as an attempt to downplay the specific historical context of the Holocaust and emphasize Ukrainian victimhood. This can serve to weaponize cultural heritage by reframing historical narratives in a way that aligns with contemporary political agendas.",Weaponised,2007,Anonymous (IP)
